image_name,image_path,audit_id,location_id,location_name,asset_category_id,asset_category_name,time_taken
20260312_164347.jpg,/home/polymaya/refit8_YOLO_camera/audit_platform_ws/app/data/items/images/20260312_164347.jpg,20260312164342,loc_001,Building A,ac_001,Buildform,2026-03-12T16:43:47
